text,hotel-general,bathroom-general,hotel-atmosphere,bathroom-atmosphere,hotel-cleanliness,bathroom-cleanliness,hotel-facilities,bathroom-facilities,hotel-location,bed-general,hotel-price,bed-cleanliness,room-general,catering-general,room-atmosphere,catering-price,room-cleanliness,parking,room-facilities,staff
[DISLIKED] Non forniscono acqua e quando si richiede una bottiglia d'acqua il costo è molto alto,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
[LIKED] Séjour agréable très bien situé avec Netflix et YouTube dans les chambres,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] There was no toilet brush and the toilet doesn t flush properly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] für 20 ein Fahrrad Mieten ich finde für diesen Preis hätten sie auch dem entsprechend aussehen müssen die Fahrräder waren an den meisten Stellen kaputt und garnicht zum fahren geeignet deswegen ich konnte den Pool leider nicht nutzen stattdessen wurde uns Sauna und hamam umsonst angeboten was wir auch nicht nutzen konnten da es sehr überfüllt war wobei ich extra ein Hotel mit Pool gesucht habe das der Pool für eine bestimmte Zeit gesperrt ist hättet ihr auf die Web Seite schreiben können,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] La literie et le personnel réactif Nous avons passé un moment agréable,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Het grootste deel van de ervaring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Het ontbijt dat bij het verblijf is inbegrepen, is vrij slecht, mijn aanbeveling is om meer voedselopties te hebben",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] Pues es la 3era vez que me hospedo ahí y he visto que han decaído un poco las habitaciones deberían dar mantenimiento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[LIKED] Colazione e pernottamento,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Ze verkochten me een klein Bonafon-water voor 49 pesos. Ik raad aan dat ze in elke kamer minstens één fles gezuiverd water plaatsen, omdat je om middernacht water moet drinken. Ik huurde twee kamers en niets te drinken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"[LIKED] Niets. Vuile, vreselijke, stinkende plek.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[LIKED] Il bagno è ok, c'è un frigorifero e un forno a microonde in camera",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Desayuno caro malo y pobre Para hacer el check in llegando a las 16h me tuvieron 30 minutos esperando a pesar de que la entrada era a las 14h,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
[DISLIKED] todo el servicio los costos que cobraran por el estacionamiento eso me molesto mucho el de recepción no tenia protección desde muy temprano los de limpieza haciendo ruido que cobraran el agua extra solo 1 como cortesía realmente preferiria un one al fiesta muy mala experiencia desde que llegas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
[DISLIKED] Non c'era l'asciugacapelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[LIKED] La atención,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Kleine Zimmer in sehr alten Style sehr erdrückend und komplett mit Teppich versehen Wir hatten ein Zimmer mit kaputter Toilette und sauber war es auch nicht Überhaupt nicht komfortabel Nicht mal eine Flasche Wasser auf dem Zimmer Ausstattung Service und Ambiente sind nicht 4 Sterne entsprechend,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
[LIKED] Eén nacht om 80 _x000D_Na een autopech besluit ik nog een nacht te blijven _x000D_2e nacht 120 _x000D_Ontoelaatbaar _x000D_Puur schandalig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] La poubelle n était pas vidée tous les jours alors que le petit déjeuner était servi à emporter dans la chambre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[LIKED] Comodidad limpieza y situación del hotel El detalle en la habitación el dia de entrada,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Il prezzo o la colazione,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
[LIKED] Magnifique hôtel avec de superbe chambre on avait vu sur la tour effeil c était vraiment super on recommande à 100 on reviendra avec plaisir,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
[DISLIKED] Het ontbijt vond ik niet lekker. Er is veel keuze maar alles is vacuüm verpakt. Er zijn geen zelfgemaakte producten.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] The air conditioner is trash. Breakfast is too expensive to touch.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] El menú muy limitado,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] het lawaai van de metro waarneembaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[DISLIKED] La spazzatura non veniva svuotata tutti i giorni anche se la colazione veniva servita da portare in camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"[DISLIKED] Kamer met een heel groot bed, ik vind ze kleiner",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[LIKED] Kamer- en hotelinrichting uitstekend,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] The bed was comfortable sheets was lovely the shower was great the hotel was clean and reception staff when checking out was very polite and helpful,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Room not thoroughly cleaned The carpet in the room and the floor in the bathroom were not thoroughly vacuumed or cleaned before or during our stay. The glass shelves in the bathroom were always covered in dust.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] ontbijt was ok Parkeren goed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[LIKED] Locatie en rustig,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] La atención del personal y tengo la sospecha de que clonaron mi tarjeta pues tuvieron actitudes muy sospechosas con mi plástico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] Ottima posizione e camera,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[DISLIKED] la colazione al ristorante era un po' cara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] Het ontbijt beneden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[LIKED] La ubicación es excelente y el baño es espacioso y cómodo.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Ho amato tutto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Décoration accueil situation géographique,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[LIKED] Le calme la propreté la qualité du petit déjeuner l emplacement,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] De kamer was een beetje armoedig maar nog steeds mooi en er zou binnenkort renovatie nodig zijn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[LIKED] Excellent room handy location excellent lounge to do some work in and brilliant customer service - particularly by Alina on reception who couldn t do enough to help me The wifi could be stronger but worked fine for a 2 hour zoom call,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
[LIKED] Clean rooms and great decor rooms were on the small side as was the bathroom but comfy and over all great location for where I needed to be,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"[DISLIKED] Il frigorifero potrebbe essere riempito nel cuore della notte, nemmeno una bottiglia d'acqua nel frigorifero, non eccezionale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] le petit déjeuner au restaurant était un peu cher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] Le frigo pourrai être rempli en pleine nuit même pas une bouteille d eau au frigo pas top,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[LIKED] De professionele en behulpzame service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] Me gusto que están muy al pendientes de la limpieza y sanitizacion de las instalaciones Habitaciones amplias la cama es muy cómoda y se descansa muy bien Cuenta con sillón para reposar y un pequeño estudio con escritorio y silla Me gusto mucho,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
[DISLIKED] l'insonorizzazione delle stanze lato strada essendo svegliati dai netturbini la mattina abbiamo conosciuto meglio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[DISLIKED] The room was basically way too small and claustrophobic The controls didn t seem to control the heat very well - and was extremely hot and un-comfortable The bed was uncomfortable Would not choose to stay again - much better choice elsewhere I appreciate this is a budget hotel - I love staying in the PI Hubs - but this was true budget,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
[LIKED] la vicinanza degli Champs Elysées e dei suoi ristoranti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] the rooms are extremely small and some don t have windows - which can be very claustrophobic I would not recommend this hotel particularly if you dislike staying in small enclosed spaces unless you re okay staying in a tiny box also for this price you can find better rooms ie with a window and a little bit more space,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
[DISLIKED] The alarm that went off in my room multiple times early in the morning This was due to lack of airflow in the room And probably because of the location of the alarm The air-con I turned off because it sets my asthma off So I was told to open the windows This wasn t any good either as soon as 6 7am comes there is traffic outside and I could smell exhaust fumes So this resulted in the alarm going off again when I closed the window The alarm needs moving from under the bedside or more needs doing to create a safer air flow As a result of being woken up I slept in an insane amount and was so tired for my competition The reason I travelled to London so I wasn t best pleased about this The next night the same thing happened I would not stay here again for this reason Apart from that it was clean and the staff were friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
[DISLIKED] Das Bett ist zu weich und im Badezimmer gibt es keine Privatsphäre.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Bademäntel zu klein Keine Kommunikation dass das Schwimmbad für Hotelgäste kostenpflichtig ist fiel erst bei Auschecken auf ärgerlich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] El hotel está bien la ubicación es buena para ir al aeropuerto cerca hay una gasolinera y sitios para comer El hotel es cómodo y estaba limpio,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] It's noisy and the parking lot is small.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Steriele sfeer Een typisch zakenhotel Ontbijt slordig gepresenteerd en niet bepaald van hoge kwaliteit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] Prestan pocas toallas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] De muurbeugels van de kapstokhaken konden iets steviger zitten, sommige vielen van de muur tijdens het ophangen van handdoeken. Niet-conform en hopelijk een gemakkelijke oplossing. Verder was alles geweldig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"[LIKED] Erg handig voor waar ik wilde zijn, ook erg schoon",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Non è un hotel, è Bowngalos",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] la camera era pulita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"[DISLIKED] Non riesco a pensare a niente. Ho prenotato un ibis, ho preso un ibis. Andava tutto bene",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] No me cambiaron la ropa de cama el segundo día a pesar de que estaba manchada.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] Gar nichts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Er was niets goeds aan walging,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Wasseregulierung der Dusche Rand in der Toilette Kühlschranktür war nicht mehr mit der Schranktür verbunden alte Flecken in Teppich und Bettwäsche Warten an den Aufzügen heute Morgen nach 12 Minuten Wartezeit die Treppe genommen,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
[DISLIKED] 1h30 pour être servi à dîner Petit déjeuner machine à café qui ne fonctionne pas machine à café dans la chambre qui fonctionne un coup sur deux pas d ascenseur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
[DISLIKED] Che nella domanda si diceva che era inclusa la colazione e non si applicava all'hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Ik heb goed geslapen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[DISLIKED] muy mal servido el personal no está organizado en el check inn te tardas mucho no contestan en la recepción para pedir toallas que no había mala actitud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Isolierung des Badezimmers von der Straße,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Upon arrival checking in took 25 mins Couple in front of us 15 minutes to check in so quite poor all around Problem stems from having to scan various QR codes and re-enter info already done prior to check in Then as we arrived at 10pm due to travel congestion we had to wait whilst nighttime security reception had to use a system to activate room card - adding another 5 10mins Room was dirty when we finally got upstairs back down 20 floors to reception And moved into a larger room due to issues experienced This room was at 28 degrees throughout our stay despite us getting someone from reception to come up and try to change the settings My girlfriends eyelashes came off due to the heat and the flowers I bought her to celebrate her now job also died Just needed to get struck my lighting or stuck in the lift to improve my weekend stay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"[DISLIKED] The internet was poor, I asked for extra pillows and they smelled like walking, the place was so small you could hear everything going on around you and then you heard the room neighbors arriving at 3am and at 6am they were preparing breakfast. Wifi felt very unstable.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] No me cambiaron la sábana el segundo día a pesar de que tenía manchas.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Lo scarico della doccia deve essere rivisto. La luce del letto supplementare non funziona,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] El desayuno era absolutamente insuficiente para un hotel de negocios en la capital, Berlín. Café tibio de una jarra con bomba. Se buscaron en vano zumos de frutas finos y leche condensada. Huevos revueltos anodinos. Albóndigas secas y salchichas estaban en cuencos abiertos. Esta fue la parte cálida del desayuno buffet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"[DISLIKED] Internet era pessimo, ho chiesto dei cuscini extra e puzzavano di camminare, il posto è così piccolo che senti tutto quello che succede intorno a te, quindi alle 3 del mattino senti arrivare il vicino di camera e alle 6 del mattino preparano il cibo per la colazione. Il WiFi sembrava molto instabile.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] La sicurezza dei clienti non è garantita_x000D_Durante la colazione un ladro è entrato nella sala colazione senza farsi scoprire dal personale e noi siamo rimasti vittime di furto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] The hotel was extremely expensive and overpriced We paid 229 for a Monday night Our room was very basic and small There were old wooden floors an old wooden board table for the kettle cups etc but it was so rough I got a splinter The bedside tables were old barrels with lamps attached that didn t move there wasn t much room to put anything The lighting wasn t very good and the bed dipped in the middle Due to the strikes we needed to book a taxi for the next morning We asked a member of staff but we were told they couldn t phone for a taxi There wasn t much choice for breakfast No buffet items no cereals no pastries Full English was cooked to order with toast on the same plate but it was cold No brown sauce no jams,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
"[DISLIKED] Although my sheets were stained, they were not changed the next day",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] La camera e la scelta della colazione,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"[DISLIKED] C'è uno spazio in basso a sinistra tra la porta e lo stipite della porta, una volta chiusa rispetto alla stanza 401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] Handdoeken oud en muf. Netheid. In de badkamer werden reservepoetsdoekjes vergeten in de gootsteen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Het internet was slecht en ik vroeg om een ​​extra kussen, maar het rook naar wandelen. De plaats is erg klein, zodat je alles om je heen kunt horen. U kunt uw kamerburen dus om 03.00 uur horen aankomen en om 06.00 uur het ontbijt klaarmaken. Wi-Fi voelde erg onstabiel.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] La posizione è ottima e il bagno è spazioso e confortevole.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] La mia stanza puzzava così tanto di fumo di tabacco che mi bruciò la gola quando entrai. C'era molto rumore e lo capisco a causa dell'ambiente. Avevo la sensazione che il bagno non fosse pulito al 100%.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Il parcheggio era molto piccolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"[DISLIKED] Le petit déjeuner est très léger, il n'y a vraiment pas beaucoup de choix pour un hôtel de cette catégorie. Pour le prix on peut s'attendre à beaucoup mieux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[LIKED] No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Internet era pessimo, ho chiesto dei cuscini extra e puzzavano di camminare, il posto è così piccolo che senti tutto quello che succede intorno a te, quindi alle 3 del mattino senti arrivare il compagno di stanza e alle 6 del mattino stanno preparando la colazione. La connessione wifi era molto instabile.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] ACCUEIL OK_x000D_VOITURIER OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] Location was ok,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[LIKED] El tamaño de la habitación era bueno y los muebles como las sábanas estaban bien,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
[LIKED] Netheid en comfort,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Que esta pegado al hospital,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] echt kleine kamer en de badkamer niet erg toegankelijk erg luidruchtig we hebben geprofiteerd van het lawaai van de omliggende kamers in de vroege ochtend, wat niet erg prettig was",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[LIKED] The location is great, right next to the Baubourg, better if you don't have a car, but I came by car and parked 50m next door",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Elegí este hotel para darle una sorpresa a mi pareja Reservé una habitación DELUXE CON TERRAZA más cara porque ofrecía terraza con vistas Pues bien encontramos una terraza con una mesa y UNA sola silla para disfrutar de ella se supone que mi pareja y yo debíamos turnarnos para estar sentados tranquilamente en la terraza Las vistas eran de lo más penoso que uno puede imaginar Otra de las cosas que me hizo decantarme por este hotel es que decía que tiene piscina y esto para agosto y en Madrid es importante Nos quedamos de piedra al ver la piscina ENANA abarrotada de gente en plena pandemia de COVID19 donde la distancia entre sillas y tumbonas NO respeta la distancia de seguridad establecida y para colmo cierra a las 19 00 para que la gente se acumule más hasta el agua daba impresión de estar sucia Por supuesto no nos bañamos y nos fuimos de allí lo más deprisa que pudimos A las 18 00 TODOS los dispensadores de gel hidroalcoholico que vi al menos 7 estaban vacíos Realmente este hotel NO MERECE LA PENA para relajarte y disfrutar existen mejores opciones en Madrid de mucha mejor calidad a un precio similar,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
[LIKED] El desayuno muy bien y la ubicación también,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
[LIKED] Todo bien,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[LIKED] Normaal gesproken boek ik eenpersoonskamers en ik vond ze niet zo leuk. Bij deze gelegenheid boekte ik een tweepersoonskamer en ik was verrast omdat deze vrij ruim, comfortabel en stil is, wat ik bij eerdere reserveringen niet had gehad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"[LIKED] Non mi piace niente, ho passato un brutto fine settimana davanti alla mia ragazza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] great location,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Ze bieden weinig handdoeken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Onze kamer was vrij oud en koud.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[LIKED] Todo muy limpio y el personal muy amable los desayunos excelente en el comedor de abajo Todo Muy bien,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[DISLIKED] The room was freezing I asked the reception several times to turn the heating up While there was hot air blowing out of the heater it was not enough to hear the room and I was freezing all night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"[LIKED] Zeer handig hotel als u geïnteresseerd bent in de nabijheid van de luchthaven, dat is wat we zochten.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Mijn lakens werden de volgende dag niet verschoond, ook al waren ze bevlekt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Il materasso non è per niente comodo e mi fa male la schiena. Anche i cuscini sono da cambiare. Soprattutto bisogna togliere il bagnoschiuma perché contiene solfato e brucia la pelle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] De tuinen zijn prachtig,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Trash and earplugs in the bathroom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Reichhaltiges Früstücksbüffet Grandioser Ausblick vom Eckzimmer über Berlin Sehr freundliches Personal am Empfang,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
[LIKED] This is a simple room,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[LIKED] The room was small but it looked clean Easy transport to city centre,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
[LIKED] la ubicación y el personal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Mi sábana no fue cambiada el segundo día aunque estaba manchada.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] Su ubicación,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] La pulizia e l'aria condizionata sporca _x000D_ Le tende della doccia non sono state utili, piuttosto le docce forse",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Ahora que el restaurante abrió me agrado mas el hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Before we arrived we requested a fridge in our room on arrival no fridge and the room smelt musty the carpet was wet we reported this to the concierge who was very helpful Breakfast was terrible no organisation and the eggs were like play dough The next day when we return to our room the floor was still wet and no air con we changed rooms and as a gesture of goodwill they gave us complimentary room services for breakfast the waiter had to return three times as they didn t give us what we ordered and supplied salad cream and tom ketchup for our pastries _x000D_the room was clean but the breakfast tray and cups were still left in the room _x000D_I telephoned to service and was put through reception the young lady was very rude and not helpful _x000D_We spoke to the manager about all the issues we had and he offered a refund of the breakfast with a wink which I this was inappropriate he then went on to offer us late check out but I declined this and requested a nice bottle of Prosecco again with a wink and an offer of an ice bucket _x000D_I would never recommend this hotel again and would not stay here again a high price to pay for very poor service _x000D_Tesco is near this hotel I would recommend getting eateries from there and a costa much more value for its money,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
[DISLIKED] El desayuno Buffet muy caro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] It was obvious that the room had not been used for a while as a cobweb with dust on it from the bed to the wall and the room smelt of musty smoke smell the room required decorating as all around window was water stained No restaurant as advitised on web site,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
[DISLIKED] 1 Tag kein Zimmer gereinigt 2 Tag Fenster vom Zimmerpersonal gekippt bei 2 grad Kälte bis wir nachmittags kamen alles ausgekühlt Handtücher wurden nicht aufgefüllt waren am 2 Tag leer Im Spa Kinder toben nachmittags durch die Becken Personal reagiert auf keine Reklamation auch wenn man deswegen nach 15 Minuten das Spa verlässt bezahlt man 15 pro Person Betten werden mit 180cm angegeben sind tatsächlich 160 cm Für diese Hotelkategorie als Doppelzimmer absolut inakzeptabel Auch bekommt man kein 2 Zudeck bei Anfrage Keine 2 Sterne wert und schon gar nicht der Preis,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
"[DISLIKED] De schoonmaak was niet helemaal effectief, aangezien ik ondergoed van de vorige gasten vond. Niets kunnen drinken in het hotel, een cafetaria of bar.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[DISLIKED] Le camere potrebbero essere un po' più grandi. Sconsigliato a chi ha difficoltà motorie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"[DISLIKED] Deja que el baño quede separado por un panel muy fino. Se oye todo, poca intimidad en el baño.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Letto comodo e buona temperatura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] Personnel pas très agréable_x000D_Chambre peu agréable extrêmement simple petits lits très très simplistes _x000D_Salle de bain avec une baignoire à jets mais qui ne fonctionne pas un pare-douche sur la baignoire en verre hyper lourd et impossible à ouvrir et à placer sur la baignoire_x000D_Télé perpendiculaire aux lits un bon torticolis_x000D_Carrelages de la baignoire pas très clean,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
[DISLIKED] De airconditioning is waardeloos. Het ontbijt is onaantastbaar omdat het zo duur is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
